transaction_id,user_id,merchant_name,transaction_date,amount,currency,status,payment_method,region,risk_score,amount_usd,merchant_id,category,contract_value,high_value_flag,high_risk_flag
TXN00433,U0103,Square Inc,2024-01-10,2988.72,EUR,chargeback,debit_card,US,48.0,3227.82,M006,POS,400000,0,1
TXN00434,U0113,Adyen NV,2024-04-04,419.83,USD,captured,wallet,EU,21.0,419.83,M007,Payments,550000,0,0
TXN00435,U0060,Adyen NV,2024-05-29,363.57,INR,captured,upi,APAC,31.0,4.36,M007,Payments,550000,0,0
TXN00436,U0139,Shopify Inc,2024-05-21,3721.63,GBP,pending,debit_card,APAC,84.0,4726.47,M001,E-commerce,500000,0,1
TXN00437,U0056,Amazon Payments,2024-02-07,326.64,SGD,chargeback,wallet,APAC,94.0,241.71,M002,E-commerce,800000,0,1
TXN00438,U0194,Stripe Ltd,2024-04-20,5275.56,EUR,captured,bnpl,EU,87.0,5697.6,M003,Payments,600000,0,1
TXN00439,U0199,Klarna AB,2024-02-02,3775.0,CAD,chargeback,bank_transfer,EU,82.0,2793.5,M008,BNPL,450000,0,1
TXN00440,U0015,Klarna AB,2024-01-11,354.55,EUR,chargeback,wallet,APAC,25.0,382.91,M008,BNPL,450000,0,1
TXN00441,U0036,PayU India,2024-03-19,365.96,SGD,captured,debit_card,APAC,55.0,270.81,M004,Payments,300000,0,0
TXN00442,U0129,Amazon Payments,2024-04-03,13046.38,JPY,pending,credit_card,US,36.0,87.41,M002,E-commerce,800000,0,0
TXN00443,U0075,Adyen NV,2024-01-11,1506.51,CAD,failed,upi,US,63.0,1114.82,M007,Payments,550000,0,0
TXN00444,U0060,Adyen NV,2024-04-01,1489.17,CAD,chargeback,bank_transfer,US,13.0,1101.99,M007,Payments,550000,0,1
TXN00445,U0188,Shopify Inc,2024-02-23,5126.73,SGD,failed,debit_card,,90.0,3793.78,M001,E-commerce,500000,0,1
TXN00446,U0148,Adyen NV,2024-06-23,8926.49,EUR,chargeback,bnpl,US,92.0,9640.61,M007,Payments,550000,1,1
TXN00447,U0082,Adyen NV,2024-03-04,12906.32,JPY,chargeback,bank_transfer,APAC,71.0,86.47,M007,Payments,550000,0,1
TXN00448,U0148,Klarna AB,2024-06-19,4299.7,GBP,captured,wallet,EU,97.0,5460.62,M008,BNPL,450000,0,1
TXN00449,U0154,Adyen NV,2024-01-27,1516.06,AUD,refunded,debit_card,EU,68.0,985.44,M007,Payments,550000,0,0
TXN00450,U0198,Razorpay,2024-03-31,361.58,JPY,pending,credit_card,US,25.0,2.42,M005,Payments,350000,0,0
TXN00451,U0173,PayU India,2024-05-23,4603.73,AUD,chargeback,credit_card,US,63.0,2992.42,M004,Payments,300000,0,1
TXN00453,U0061,Amazon Payments,2024-06-07,1756.1,CAD,pending,credit_card,APAC,28.0,1299.51,M002,E-commerce,800000,0,0
TXN00454,U0078,Shopify Inc,2024-02-09,7204.71,USD,refunded,credit_card,US,50.0,7204.71,M001,E-commerce,500000,1,0
TXN00455,U0037,Amazon Payments,2024-03-01,453.64,SGD,failed,upi,,54.0,335.69,M002,E-commerce,800000,0,0
TXN00456,U0170,Stripe Ltd,2024-02-11,2135.52,CAD,captured,bnpl,EU,26.0,1580.28,M003,Payments,600000,0,0
TXN00457,U0134,Stripe Ltd,2024-02-15,134.26,CAD,refunded,bank_transfer,US,75.0,99.35,M003,Payments,600000,0,1
TXN00458,U0057,Square Inc,2024-04-15,1997.06,SGD,captured,debit_card,APAC,50.0,1477.82,M006,POS,400000,0,0
TXN00459,U0106,Klarna AB,2024-01-07,273.85,INR,captured,credit_card,EU,25.0,3.29,M008,BNPL,450000,0,0
TXN00460,U0077,Square Inc,2024-02-15,479.47,,refunded,upi,APAC,41.0,479.47,M006,POS,400000,0,0
TXN00461,U0071,Square Inc,2024-03-26,475.08,USD,captured,credit_card,APAC,16.0,475.08,M006,POS,400000,0,0
TXN00462,U0016,Adyen NV,2024-04-15,3242.71,GBP,chargeback,bnpl,APAC,59.0,4118.24,M007,Payments,550000,0,1
TXN00463,U0143,Klarna AB,2024-06-20,4211.79,EUR,chargeback,bnpl,US,63.0,4548.73,M008,BNPL,450000,0,1
TXN00464,U0152,Adyen NV,2024-03-04,2726.66,EUR,pending,credit_card,EU,30.0,2944.79,M007,Payments,550000,0,0
TXN00465,U0189,Stripe Ltd,2024-03-09,9924.16,AUD,failed,,APAC,83.0,6450.7,M003,Payments,600000,1,1
TXN00466,U0045,Razorpay,2024-02-10,1509.39,JPY,pending,bnpl,EU,34.0,10.11,M005,Payments,350000,0,0
TXN00467,U0161,PayU India,2024-06-28,1109.41,INR,failed,debit_card,EU,73.0,13.31,M004,Payments,300000,0,1
TXN00468,U0174,Razorpay,2024-01-28,6188.51,USD,refunded,bank_transfer,US,69.0,6188.51,M005,Payments,350000,0,0
TXN00469,U0110,Razorpay,2024-04-07,859.25,JPY,captured,wallet,APAC,49.0,5.76,M005,Payments,350000,0,0
TXN00471,U0127,Adyen NV,2024-04-30,136.69,CAD,failed,bank_transfer,APAC,74.0,101.15,M007,Payments,550000,0,1
TXN00472,U0013,Klarna AB,2024-02-26,10607.58,INR,chargeback,credit_card,US,40.0,127.29,M008,BNPL,450000,0,1
TXN00473,U0089,Square Inc,2024-02-21,232.36,CAD,captured,credit_card,APAC,55.0,171.95,M006,POS,400000,0,0
TXN00474,U0165,Amazon Payments,2024-04-27,6753.16,SGD,failed,debit_card,EU,75.0,4997.34,M002,E-commerce,800000,0,1
TXN00475,U0172,PayU India,2024-03-30,2350.43,EUR,pending,credit_card,APAC,93.0,2538.46,M004,Payments,300000,0,1
TXN00476,U0098,Shopify Inc,2024-03-19,14970.49,JPY,chargeback,wallet,US,46.0,100.3,M001,E-commerce,500000,0,1
TXN00477,U0135,Square Inc,2024-02-28,329.98,USD,chargeback,wallet,EU,23.0,329.98,M006,POS,400000,0,1
TXN00478,U0082,Amazon Payments,2024-02-27,2521.33,GBP,chargeback,bnpl,US,43.0,3202.09,M002,E-commerce,800000,0,1
TXN00479,U0179,PayU India,2024-01-07,10550.73,EUR,chargeback,wallet,APAC,61.0,11394.79,M004,Payments,300000,1,1
TXN00480,U0107,Razorpay,2024-06-17,2321.33,CAD,failed,bank_transfer,US,61.0,1717.78,M005,Payments,350000,0,0
TXN00481,U0105,Shopify Inc,2024-02-19,3077.88,GBP,refunded,bnpl,APAC,55.0,3908.91,M001,E-commerce,500000,0,0
TXN00482,U0039,Amazon Payments,2024-04-12,3669.7,GBP,chargeback,credit_card,US,80.0,4660.52,M002,E-commerce,800000,0,1
TXN00483,U0077,Klarna AB,2024-03-25,1918.38,INR,captured,credit_card,US,59.0,23.02,M008,BNPL,450000,0,0
TXN00484,U0097,Amazon Payments,2024-03-12,3063.02,INR,refunded,credit_card,US,80.0,36.76,M002,E-commerce,800000,0,1
TXN00485,U0048,PayU India,2024-01-18,2733.48,GBP,refunded,credit_card,APAC,89.0,3471.52,M004,Payments,300000,0,1
TXN00486,U0194,PayU India,2024-03-12,7042.7,USD,chargeback,debit_card,EU,25.0,7042.7,M004,Payments,300000,1,1
TXN00487,U0138,PayU India,2024-03-30,239.53,JPY,refunded,bnpl,US,22.0,1.6,M004,Payments,300000,0,0
TXN00488,U0122,Razorpay,2024-06-13,1089.53,EUR,failed,bnpl,EU,53.0,1176.69,M005,Payments,350000,0,0
TXN00489,U0062,Stripe Ltd,2024-05-10,9111.99,JPY,failed,debit_card,APAC,56.0,61.05,M003,Payments,600000,0,0
TXN00490,U0058,Square Inc,2024-04-12,6729.03,INR,pending,wallet,EU,35.0,80.75,M006,POS,400000,0,0
TXN00491,U0077,Square Inc,2024-06-22,1924.53,GBP,chargeback,wallet,US,61.0,2444.15,M006,POS,400000,0,1
TXN00492,U0182,PayU India,2024-05-17,3003.8,SGD,pending,bank_transfer,EU,15.0,2222.81,M004,Payments,300000,0,0
TXN00493,U0037,Square Inc,2024-03-25,1074.62,AUD,failed,upi,EU,75.0,698.5,M006,POS,400000,0,1
TXN00494,U0119,Amazon Payments,2024-01-08,725.21,EUR,chargeback,wallet,EU,76.0,783.23,M002,E-commerce,800000,0,1
TXN00495,U0015,Razorpay,2024-01-30,1969.18,EUR,pending,bnpl,US,87.0,2126.71,M005,Payments,350000,0,1
TXN00497,U0106,Klarna AB,2024-02-15,2728.73,JPY,chargeback,wallet,APAC,88.0,18.28,M008,BNPL,450000,0,1
TXN00498,U0107,Razorpay,2024-05-28,342.77,AUD,captured,wallet,EU,60.0,222.8,M005,Payments,350000,0,0
TXN00499,U0143,PayU India,2024-03-08,11094.88,SGD,refunded,,APAC,48.0,8210.21,M004,Payments,300000,1,0
TXN00500,U0136,Shopify Inc,2024-01-10,12951.6,CAD,refunded,credit_card,APAC,74.0,9584.18,M001,E-commerce,500000,1,1
